lanelet_id, bound, x, y, yaw
110, rightBound, -95.503647, -70.774598, 4.120556 
110, rightBound, -95.898578, -71.040076, 4.127704 
110, rightBound, -96.295396, -71.302724, 4.134856 
110, rightBound, -96.694082, -71.562527, 4.142006 
110, rightBound, -97.094616, -71.819473, 4.149156 
110, rightBound, -97.496976, -72.073548, 4.156307 
110, rightBound, -97.901143, -72.324740, 4.163457 
110, rightBound, -98.307096, -72.573036, 4.170607 
110, rightBound, -98.714814, -72.818423, 4.177758 
110, rightBound, -99.124276, -73.060888, 4.184908 
110, rightBound, -99.535461, -73.300419, 4.192058 
110, rightBound, -99.948348, -73.537004, 4.199211 
110, rightBound, -100.36292, -73.770631, 4.206351 
110, rightBound, -100.77914, -74.001287, 4.212863 
110, rightBound, -101.20639, -74.234432, 4.213986 
110, rightBound, -101.64635, -74.473872, 4.213986 
110, rightBound, -102.08631, -74.713312, 4.213978 
110, rightBound, -102.52626, -74.952751, 4.213986 
110, rightBound, -102.96622, -75.192191, 4.213986 
110, rightBound, -103.40618, -75.431631, 4.213986 
110, rightBound, -103.84614, -75.671071, 4.213976 
110, rightBound, -104.28609, -75.910511, 4.213986 
110, rightBound, -104.72605, -76.149951, 4.213986 
110, rightBound, -105.16601, -76.389391, 4.213976 
110, rightBound, -105.60596, -76.628831, 4.213986 
110, rightBound, -106.04592, -76.868271, 4.213986 
110, rightBound, -106.48588, -77.107711, 4.213986 
110, rightBound, -106.92584, -77.347151, 4.213976 
110, rightBound, -107.36579, -77.586591, 4.213986 
110, rightBound, -107.80575, -77.826031, 4.213986 
110, rightBound, -108.24571, -78.065471, 4.213976 
110, rightBound, -108.68566, -78.304911, 4.213986 
110, rightBound, -109.12562, -78.544351, 4.213986 
110, rightBound, -109.56558, -78.783791, 4.213986 
110, rightBound, -110.00554, -79.023231, 4.213976 
110, rightBound, -110.44549, -79.262671, 4.213986 
110, rightBound, -110.88545, -79.502111, 4.213986 
110, rightBound, -111.32541, -79.741551, 4.213976 
110, rightBound, -111.76536, -79.980991, 4.213987 
110, rightBound, -112.20532, -80.220430, 4.213986 
110, rightBound, -112.64528, -80.459870, 4.213986 
110, rightBound, -113.08524, -80.699310, 4.213976 
110, rightBound, -113.52519, -80.938750, 4.213986 
110, rightBound, -113.96515, -81.178190, 4.213986 
110, rightBound, -114.40511, -81.417630, 4.213986 
110, rightBound, -114.84507, -81.657070, 4.213976 
110, rightBound, -115.28502, -81.896510, 4.213986 
110, rightBound, -115.72498, -82.135950, 4.213986 
110, rightBound, -116.16494, -82.375390, 4.213976 
110, rightBound, -116.60489, -82.614830, 4.213986 
110, rightBound, -117.04485, -82.854270, 4.213986 
110, rightBound, -117.48481, -83.093710, 4.213986 
110, rightBound, -117.92477, -83.333150, 4.213976 
110, rightBound, -118.36472, -83.572590, 4.213986 
110, rightBound, -118.80468, -83.812030, 4.213986 
110, rightBound, -119.24464, -84.051470, 4.213976 
110, rightBound, -119.68459, -84.290910, 4.213986 
110, rightBound, -120.12455, -84.530350, 4.213986 
110, rightBound, -120.56451, -84.769790, 4.213986 
110, rightBound, -121.00447, -85.009230, 4.213976 
110, rightBound, -121.44442, -85.248670, 4.213987 
110, rightBound, -121.88438, -85.488109, 4.213986 
110, rightBound, -122.32434, -85.727549, 4.213976 
110, rightBound, -122.76429, -85.966989, 4.213986 
110, rightBound, -123.20425, -86.206429, 4.213986 
110, rightBound, -123.64421, -86.445869, 4.213986 
110, rightBound, -124.08417, -86.685309, 4.213976 
110, rightBound, -124.52412, -86.924749, 4.213986 
110, rightBound, -124.96408, -87.164189, 4.213986 
110, rightBound, -125.40404, -87.403629, 4.213976 
110, rightBound, -125.84399, -87.643069, 4.213986 
110, rightBound, -126.28395, -87.882509, 4.213986 
110, rightBound, -126.72391, -88.121949, 4.213986 
110, rightBound, -127.16387, -88.361389, 4.213976 
110, rightBound, -127.60382, -88.600829, 4.213986 
110, rightBound, -128.04378, -88.840269, 4.213986 
110, rightBound, -128.48374, -89.079709, 4.213976 
110, rightBound, -128.92369, -89.319149, 4.213986 
110, rightBound, -129.36365, -89.558589, 4.213986 
110, rightBound, -129.80361, -89.798029, 4.213986 
110, rightBound, -130.24357, -90.037469, 4.213976 
110, rightBound, -130.68352, -90.276909, 4.213986 
110, rightBound, -131.12348, -90.516349, 4.213986 
110, rightBound, -131.56344, -90.755789, 4.213978 
110, rightBound, -132.00339, -90.995228, 4.213986 
110, rightBound, -132.44335, -91.234668, 4.213986 
110, rightBound, -132.88331, -91.474108, 4.213986 
110, rightBound, -133.32327, -91.713548, 4.213976 
110, rightBound, -133.76322, -91.952988, 4.213986 
110, rightBound, -134.20318, -92.192428, 4.213986 
110, rightBound, -134.64314, -92.431868, 4.213986 
110, rightBound, -135.08310, -92.671308, 4.213976 
110, rightBound, -135.52305, -92.910748, 4.213986 
110, rightBound, -135.96301, -93.150188, 4.213986 
110, rightBound, -136.40297, -93.389628, 4.213976 
110, rightBound, -136.84292, -93.629068, 4.213986 
110, rightBound, -137.28288, -93.868508, 4.213986 
110, rightBound, -137.72284, -94.107948, 4.213986 
110, rightBound, -138.16280, -94.347388, 4.213976 
110, rightBound, -138.60275, -94.586828, 4.213986 
110, rightBound, -139.04271, -94.826268, 4.213986 
110, rightBound, -139.48267, -95.065708, 4.213976 
110, rightBound, -139.92262, -95.305148, 4.213986 
110, rightBound, -140.36258, -95.544588, 4.213986 
110, rightBound, -140.80254, -95.784028, 4.213986 
110, rightBound, -141.24250, -96.023468, 4.213978 
110, rightBound, -141.68245, -96.262907, 4.213986 
110, rightBound, -142.12241, -96.502347, 4.213986 
110, rightBound, -142.56237, -96.741787, 4.213976 
110, rightBound, -143.00232, -96.981227, 4.213986 
110, rightBound, -143.44228, -97.220667, 4.213986 
110, rightBound, -143.88224, -97.460107, 4.213986 
110, rightBound, -144.32220, -97.699547, 4.213976 
110, rightBound, -144.76215, -97.938987, 4.213986 
110, rightBound, -145.20211, -98.178427, 4.213986 
110, rightBound, -145.64207, -98.417867, 4.213976 
110, rightBound, -146.08202, -98.657307, 4.213986 
110, rightBound, -146.52198, -98.896747, 4.213986 
110, rightBound, -146.96194, -99.136187, 4.213986 
110, rightBound, -147.40190, -99.375627, 4.213976 
110, rightBound, -147.84185, -99.615067, 4.213986 
110, rightBound, -148.28181, -99.854507, 4.213980 
110, rightBound, -148.72177, -100.09395, 4.213976 
110, rightBound, -149.16172, -100.33339, 4.213986 
110, rightBound, -149.60168, -100.57283, 4.213986 
110, rightBound, -150.04164, -100.81227, 4.213986 
110, rightBound, -150.48160, -101.05171, 4.213976 
110, rightBound, -150.92155, -101.29115, 4.213986 
110, rightBound, -151.36151, -101.53059, 4.213986 
110, rightBound, -151.80147, -101.77003, 4.213976 
110, rightBound, -152.24142, -102.00947, 4.213986 
110, rightBound, -152.68138, -102.24891, 4.213986 
110, rightBound, -153.12134, -102.48835, 4.213986 
110, rightBound, -153.56130, -102.72779, 4.213976 
110, rightBound, -154.00125, -102.96723, 4.213986 
110, rightBound, -154.44121, -103.20667, 4.213986 
110, rightBound, -154.88117, -103.44611, 4.213986 
110, rightBound, -155.32113, -103.68555, 4.213976 
110, rightBound, -155.76108, -103.92499, 4.213986 
110, rightBound, -156.20104, -104.16443, 4.213986 
110, rightBound, -156.64100, -104.40387, 4.213976 
110, rightBound, -157.08095, -104.64331, 4.213986 
110, rightBound, -157.52091, -104.88275, 4.213986 
110, rightBound, -157.96087, -105.12219, 4.213986 
110, rightBound, -158.40083, -105.36163, 4.213976 
110, rightBound, -158.84078, -105.60107, 4.213986 
110, rightBound, -159.28074, -105.84051, 4.213986 
110, rightBound, -159.72070, -106.07995, 4.213976 
110, rightBound, -160.16065, -106.31939, 4.213986 
110, rightBound, -160.60061, -106.55883, 4.213986 
110, rightBound, -161.04057, -106.79827, 4.213986 
110, rightBound, -161.48053, -107.03771, 4.213976 
110, rightBound, -161.92048, -107.27715, 4.213986 
110, rightBound, -162.36044, -107.51659, 4.213986 
110, rightBound, -162.80040, -107.75603, 4.213976 
110, rightBound, -163.24035, -107.99547, 4.213986 
110, rightBound, -163.68031, -108.23491, 4.213986 
110, rightBound, -164.12027, -108.47435, 4.213986 
110, rightBound, -164.56023, -108.71379, 4.213976 
110, rightBound, -165.00018, -108.95323, 4.213986 
110, rightBound, -165.44014, -109.19267, 4.214003 
110, rightBound, -165.88010, -109.43210, 4.213976 
110, rightBound, -166.32005, -109.67154, 4.213986 
110, rightBound, -166.76001, -109.91098, 4.214253 
110, rightBound, -167.19775, -110.14906, 4.215224 
110, rightBound, -167.63492, -110.38628, 4.216214 
110, rightBound, -168.07233, -110.62307, 4.217240 
110, rightBound, -168.50998, -110.85941, 4.218230 
110, rightBound, -168.94787, -111.09532, 4.219246 
110, rightBound, -169.38599, -111.33078, 4.220226 
110, rightBound, -169.82434, -111.56581, 4.221234 
110, rightBound, -170.26293, -111.80040, 4.222241 
110, rightBound, -170.70176, -112.03455, 4.223239 
110, rightBound, -171.14082, -112.26826, 4.224238 
110, rightBound, -171.58011, -112.50153, 4.225263 
110, rightBound, -172.01964, -112.73435, 4.226243 
110, rightBound, -172.45940, -112.96674, 4.227242 
110, rightBound, -172.89939, -113.19869, 4.228249 
110, rightBound, -173.33962, -113.43020, 4.229256 
110, rightBound, -173.78007, -113.66126, 4.230245 
110, rightBound, -174.22076, -113.89189, 4.231261 
110, rightBound, -174.66168, -114.12207, 4.232260 
110, rightBound, -175.10283, -114.35181, 4.233258 
110, rightBound, -175.54421, -114.58111, 4.234256 
110, rightBound, -175.98582, -114.80997, 4.235263 
110, rightBound, -176.42765, -115.03838, 4.236252 
110, rightBound, -176.86972, -115.26636, 4.237277 
110, rightBound, -177.31201, -115.49388, 4.238267 
110, rightBound, -177.75454, -115.72097, 4.239273 
110, rightBound, -178.19729, -115.94761, 4.240262 
110, rightBound, -178.64026, -116.17381, 4.241261 
110, rightBound, -179.08346, -116.39957, 4.242277 
110, rightBound, -179.52689, -116.62488, 4.243293 
110, rightBound, -179.97055, -116.84974, 4.244282 
110, rightBound, -180.41443, -117.07416, 4.245271 
110, rightBound, -180.85853, -117.29814, 4.246287 
110, rightBound, -181.30286, -117.52167, 4.247276 
110, rightBound, -181.74741, -117.74476, 4.248283 
110, rightBound, -182.19218, -117.96740, 4.249299 
110, rightBound, -182.63718, -118.18959, 4.250288 
110, rightBound, -183.08240, -118.41134, 4.251277 
110, rightBound, -183.52784, -118.63265, 4.252311 
110, rightBound, -183.97351, -118.85350, 4.253257 
110, rightBound, -184.42012, -119.07429, 4.253554 
110, rightBound, -184.86921, -119.29614, 4.253563 
110, rightBound, -185.31829, -119.51798, 4.253554 
110, rightBound, -185.76738, -119.73983, 4.253572 
110, rightBound, -186.21647, -119.96167, 4.253545 
110, rightBound, -186.66555, -120.18352, 4.253572 
110, rightBound, -187.11464, -120.40536, 4.253554 
110, rightBound, -187.56373, -120.62721, 4.253563 
110, rightBound, -188.01281, -120.84905, 4.253554 
110, rightBound, -188.46190, -121.07090, 4.253572 
110, rightBound, -188.91099, -121.29274, 4.253545 
110, rightBound, -189.36007, -121.51459, 4.253572 
110, rightBound, -189.80916, -121.73643, 4.253554 
110, rightBound, -190.25825, -121.95828, 4.253563 
110, rightBound, -190.70733, -122.18012, 4.253554 
110, rightBound, -191.15642, -122.40197, 4.253563 
110, rightBound, -191.60550, -122.62381, 4.253572 
110, rightBound, -192.05459, -122.84565, 4.253554 
110, rightBound, -192.50368, -123.06750, 4.253563 
110, rightBound, -192.95276, -123.28934, 4.253554 
110, rightBound, -193.40185, -123.51119, 4.253572 
110, rightBound, -193.85094, -123.73303, 4.253545 
110, rightBound, -194.30002, -123.95488, 4.253572 
110, rightBound, -194.74911, -124.17672, 4.253554 
110, rightBound, -195.19820, -124.39857, 4.253563 
110, rightBound, -195.64728, -124.62041, 4.253554 
110, rightBound, -196.09637, -124.84226, 4.253572 
110, rightBound, -196.54546, -125.06410, 4.253545 
110, rightBound, -196.99454, -125.28595, 4.253572 
110, rightBound, -197.44363, -125.50779, 4.253554 
110, rightBound, -197.89272, -125.72964, 4.253563 
110, rightBound, -198.34180, -125.95148, 4.253554 
110, rightBound, -198.79089, -126.17333, 4.253563 
110, rightBound, -199.23997, -126.39517, 4.253554 
110, rightBound, -199.68906, -126.61702, 4.253572 
110, rightBound, -200.13815, -126.83886, 4.253545 
110, rightBound, -200.58723, -127.06071, 4.253572 
110, rightBound, -201.03632, -127.28255, 4.253554 
110, rightBound, -201.48541, -127.50440, 4.253563 
110, rightBound, -201.93449, -127.72624, 4.253554 
110, rightBound, -202.38358, -127.94809, 4.253572 
110, rightBound, -202.83267, -128.16993, 4.253545 
110, rightBound, -203.28175, -128.39178, 4.253572 
110, rightBound, -203.73084, -128.61362, 4.253554 
110, rightBound, -204.17993, -128.83547, 4.253563 
110, rightBound, -204.62901, -129.05731, 4.253554 
110, rightBound, -205.07810, -129.27916, 4.253572 
110, rightBound, -205.52719, -129.50100, 4.253545 
110, rightBound, -205.97627, -129.72285, 4.253572 
110, rightBound, -206.42536, -129.94469, 4.253545 
110, rightBound, -206.87444, -130.16654, 4.253572 
110, rightBound, -207.32353, -130.38838, 4.253554 
110, rightBound, -207.77262, -130.61023, 4.253563 
110, rightBound, -208.22170, -130.83207, 4.253554 
110, rightBound, -208.67079, -131.05392, 4.253572 
110, rightBound, -209.11988, -131.27576, 4.253545 
110, rightBound, -209.56896, -131.49761, 4.253572 
110, rightBound, -210.01805, -131.71945, 4.253554 
110, rightBound, -210.46714, -131.94130, 4.253563 
110, rightBound, -210.91622, -132.16314, 4.253572 
110, rightBound, -211.36531, -132.38498, 4.253554 
110, rightBound, -211.81440, -132.60683, 4.253563 
110, rightBound, -212.26348, -132.82867, 4.253554 
110, rightBound, -212.71257, -133.05052, 4.253572 
110, rightBound, -213.16166, -133.27236, 4.253545 
110, rightBound, -213.61074, -133.49421, 4.253572 
110, rightBound, -214.05983, -133.71605, 4.253545 
110, rightBound, -214.50891, -133.93790, 4.253572 
110, rightBound, -214.95800, -134.15974, 4.253554 
110, rightBound, -215.40709, -134.38159, 4.253563 
110, rightBound, -215.85617, -134.60343, 4.253554 
110, rightBound, -216.30526, -134.82528, 4.253572 
110, rightBound, -216.75435, -135.04712, 4.253545 
110, rightBound, -217.20343, -135.26897, 4.253572 
110, rightBound, -217.65252, -135.49081, 4.253554 
110, rightBound, -218.10161, -135.71266, 4.253563 
110, rightBound, -218.55069, -135.93450, 4.253554 
110, rightBound, -218.99978, -136.15635, 4.253572 
110, rightBound, -219.44887, -136.37819, 4.253545 
110, rightBound, -219.89795, -136.60004, 4.253572 
110, rightBound, -220.34704, -136.82188, 4.253554 
110, rightBound, -220.79613, -137.04373, 4.253563 
110, rightBound, -221.24521, -137.26557, 4.253554 
110, rightBound, -221.69430, -137.48742, 4.253563 
110, rightBound, -222.14338, -137.70926, 4.253554 
110, rightBound, -222.59247, -137.93111, 4.253572 
110, rightBound, -223.04156, -138.15295, 4.253545 
110, rightBound, -223.49064, -138.37480, 4.253572 
110, rightBound, -223.93973, -138.59664, 4.253554 
110, rightBound, -224.38882, -138.81849, 4.253563 
110, rightBound, -224.83790, -139.04033, 4.253554 
110, rightBound, -225.28699, -139.26218, 4.253572 
110, rightBound, -225.73608, -139.48402, 4.253545 
110, rightBound, -226.18516, -139.70587, 4.253572 
110, rightBound, -226.63425, -139.92771, 4.253554 
110, rightBound, -227.08334, -140.14956, 4.253563 
110, rightBound, -227.53242, -140.37140, 4.253554 
110, rightBound, -227.98151, -140.59325, 4.253572 
110, rightBound, -228.43060, -140.81509, 4.253545 
110, rightBound, -228.87968, -141.03694, 4.253572 
110, rightBound, -229.32877, -141.25878, 4.253563 
110, rightBound, -229.77785, -141.48062, 4.253554 
110, rightBound, -230.22694, -141.70247, 4.253572 
110, rightBound, -230.67603, -141.92431, 4.253545 
110, rightBound, -231.12511, -142.14616, 4.253572 
110, rightBound, -231.57420, -142.36800, 4.253554 
110, rightBound, -232.02329, -142.58985, 4.253563 
110, rightBound, -232.47237, -142.81169, 4.253554 
110, rightBound, -232.92146, -143.03354, 4.253572 
110, rightBound, -233.37055, -143.25538, 4.253545 
110, rightBound, -233.81963, -143.47723, 4.253572 
110, rightBound, -234.26872, -143.69907, 4.253554 
110, rightBound, -234.71781, -143.92092, 4.253563 
110, rightBound, -235.16689, -144.14276, 4.253554 
110, rightBound, -235.61598, -144.36461, 4.253572 
110, rightBound, -236.06507, -144.58645, 4.253545 
110, rightBound, -236.51415, -144.80830, 4.253572 
110, rightBound, -236.96324, -145.03014, 4.253545 
110, rightBound, -237.41232, -145.25199, 4.253572 
110, rightBound, -237.86141, -145.47383, 4.253554 
110, rightBound, -238.31050, -145.69568, 4.253563 
110, rightBound, -238.75958, -145.91752, 4.253554 
110, rightBound, -239.20867, -146.13937, 4.253572 
110, rightBound, -239.65776, -146.36121, 4.253545 
110, rightBound, -240.10684, -146.58306, 4.253572 
110, rightBound, -240.55593, -146.80490, 4.253554 
110, rightBound, -241.00502, -147.02675, 4.253563 
110, rightBound, -241.45410, -147.24859, 4.253554 
110, rightBound, -241.90319, -147.47044, 4.253572 
110, rightBound, -242.35228, -147.69228, 4.253545 
110, rightBound, -242.80136, -147.91413, 4.253572 
110, rightBound, -243.25045, -148.13597, 4.253554 
110, rightBound, -243.69954, -148.35782, 4.253563 
110, rightBound, -244.14862, -148.57966, 4.253554 
110, rightBound, -244.59771, -148.80151, 4.253563 
110, rightBound, -245.04679, -149.02335, 4.253554 
110, rightBound, -245.49588, -149.24520, 4.253572 
110, rightBound, -245.94497, -149.46704, 4.253545 
110, rightBound, -246.39405, -149.68889, 4.253572 
110, rightBound, -246.84314, -149.91073, 4.253554 
110, rightBound, -247.29223, -150.13258, 4.253563 
110, rightBound, -247.74131, -150.35442, 4.253554 
110, rightBound, -248.19040, -150.57627, 4.253572 
110, rightBound, -248.63949, -150.79811, 4.253563 
110, rightBound, -249.08857, -151.01995, 4.253554 
110, rightBound, -249.53766, -151.24180, 4.253572 
110, rightBound, -249.98675, -151.46364, 4.253545 
110, rightBound, -250.43583, -151.68549, 4.253572 
110, rightBound, -250.88492, -151.90733, 4.253554 
110, rightBound, -251.33401, -152.12918, 4.253563 
110, rightBound, -251.78309, -152.35102, 4.253554 
110, rightBound, -252.23218, -152.57287, 4.253563 
110, rightBound, -252.68126, -152.79471, 4.253554 
110, rightBound, -253.13035, -153.01656, 4.253572 
110, rightBound, -253.57944, -153.23840, 4.253545 
110, rightBound, -254.02852, -153.46025, 4.253572 
110, rightBound, -254.47761, -153.68209, 4.253554 
110, rightBound, -254.92670, -153.90394, 4.253563 
110, rightBound, -255.37578, -154.12578, 4.253554 
110, rightBound, -255.82487, -154.34763, 4.253572 
110, rightBound, -256.27396, -154.56947, 4.253545 
110, rightBound, -256.72304, -154.79132, 4.253572 
110, rightBound, -257.17213, -155.01316, 4.253554 
110, rightBound, -257.62122, -155.23501, 4.253563 
110, rightBound, -258.07030, -155.45685, 4.253554 
110, rightBound, -258.51939, -155.67870, 4.253572 
110, rightBound, -258.96848, -155.90054, 4.253545 
110, rightBound, -259.41756, -156.12239, 4.253572 
110, rightBound, -259.86665, -156.34423, 4.253545 
110, rightBound, -260.31573, -156.56608, 4.253572 
110, rightBound, -260.76482, -156.78792, 4.253554 
110, rightBound, -261.21391, -157.00977, 4.253563 
110, rightBound, -261.66299, -157.23161, 4.253554 
110, rightBound, -262.11208, -157.45346, 4.253572 
110, rightBound, -262.56117, -157.67530, 4.253545 
110, rightBound, -263.01025, -157.89715, 4.253572 
110, rightBound, -263.45934, -158.11899, 4.253554 
110, rightBound, -263.90843, -158.34084, 4.253563 
110, rightBound, -264.35751, -158.56268, 4.253554 
110, rightBound, -264.80660, -158.78453, 4.253572 
110, rightBound, -265.25569, -159.00637, 4.253545 
110, rightBound, -265.70477, -159.22822, 4.253572 
110, rightBound, -266.15386, -159.45006, 4.253554 
110, rightBound, -266.60295, -159.67191, 4.253563 
110, rightBound, -267.05203, -159.89375, 4.253572 
110, rightBound, -267.50112, -160.11559, 4.253545 
110, rightBound, -267.95020, -160.33744, 4.253572 
110, rightBound, -268.39929, -160.55928, 4.253554 
110, rightBound, -268.84838, -160.78113, 4.253563 
110, rightBound, -269.29746, -161.00297, 4.253554 
110, rightBound, -269.74655, -161.22482, 4.253572 
110, rightBound, -270.19564, -161.44666, 4.253545 
110, rightBound, -270.64472, -161.66851, 4.253572 
110, rightBound, -271.09381, -161.89035, 4.253554 
110, rightBound, -271.54290, -162.11220, 4.253563 
110, rightBound, -271.99198, -162.33404, 4.253554 
110, rightBound, -272.44107, -162.55589, 4.253554 
114, leftBound, -311.38436, -127.13252, 3.992007 
114, leftBound, -311.76029, -127.46249, 3.996967 
114, leftBound, -312.13785, -127.79059, 4.001956 
114, leftBound, -312.51704, -128.11680, 4.006918 
114, leftBound, -312.89785, -128.44113, 4.011912 
114, leftBound, -313.28027, -128.76355, 4.016862 
114, leftBound, -313.66429, -129.08408, 4.021849 
114, leftBound, -314.04989, -129.40268, 4.026817 
114, leftBound, -314.43708, -129.71937, 4.031794 
114, leftBound, -314.82583, -130.03412, 4.036768 
114, leftBound, -315.21615, -130.34694, 4.041719 
114, leftBound, -315.60801, -130.65782, 4.046715 
114, leftBound, -316.00142, -130.96674, 4.046671 
114, leftBound, -316.39482, -131.27568, 4.042659 
114, leftBound, -316.78697, -131.58619, 4.038603 
114, leftBound, -317.17786, -131.89829, 4.034551 
114, leftBound, -317.56748, -132.21197, 4.030526 
114, leftBound, -317.95584, -132.52722, 4.026492 
114, leftBound, -318.34292, -132.84403, 4.022442 
114, leftBound, -318.72872, -133.16241, 4.018398 
114, leftBound, -319.11322, -133.48234, 4.014379 
114, leftBound, -319.49644, -133.80382, 4.010322 
114, leftBound, -319.87835, -134.12685, 4.006280 
114, leftBound, -320.25895, -134.45142, 4.002240 
114, leftBound, -320.63823, -134.77752, 3.998199 
114, leftBound, -321.01620, -135.10516, 3.994176 
114, leftBound, -321.39284, -135.43431, 3.990110 
114, leftBound, -321.76814, -135.76499, 3.986087 
114, leftBound, -322.14211, -136.09718, 3.982038 
114, leftBound, -322.51473, -136.43088, 3.978003 
114, leftBound, -322.88600, -136.76608, 3.974068 
114, leftBound, -323.25595, -137.10274, 3.972893 
114, leftBound, -323.62551, -137.43984, 3.972894 
114, leftBound, -323.99506, -137.77693, 3.972879 
114, leftBound, -324.36461, -138.11403, 3.972908 
114, leftBound, -324.73417, -138.45112, 3.972879 
114, leftBound, -325.10372, -138.78822, 3.972894 
114, leftBound, -325.47327, -139.12531, 3.972893 
114, leftBound, -325.84283, -139.46241, 3.972894 
114, leftBound, -326.21238, -139.79950, 3.972879 
114, leftBound, -326.58193, -140.13660, 3.972894 
114, leftBound, -326.95148, -140.47369, 3.972893 
114, leftBound, -327.32104, -140.81079, 3.972894 
114, leftBound, -327.69059, -141.14788, 3.972879 
114, leftBound, -328.06014, -141.48498, 3.972908 
114, leftBound, -328.42970, -141.82207, 3.972879 
114, leftBound, -328.79925, -142.15917, 3.972894 
114, leftBound, -329.16880, -142.49626, 3.972893 
114, leftBound, -329.53836, -142.83336, 3.972894 
114, leftBound, -329.90791, -143.17045, 3.972879 
114, leftBound, -330.27746, -143.50755, 3.972908 
114, leftBound, -330.64702, -143.84464, 3.972879 
114, leftBound, -331.01657, -144.18174, 3.972894 
114, leftBound, -331.38612, -144.51883, 3.972894 
114, leftBound, -331.75567, -144.85592, 3.972893 
114, leftBound, -332.12523, -145.19302, 3.972894 
114, leftBound, -332.49478, -145.53011, 3.972879 
114, leftBound, -332.86433, -145.86721, 3.972908 
114, leftBound, -333.23389, -146.20430, 3.972879 
114, leftBound, -333.60344, -146.54140, 3.972894 
114, leftBound, -333.97299, -146.87849, 3.972893 
114, leftBound, -334.34255, -147.21559, 3.972894 
114, leftBound, -334.71210, -147.55268, 3.972879 
114, leftBound, -335.08165, -147.88978, 3.972908 
114, leftBound, -335.45121, -148.22687, 3.972866 
114, leftBound, -335.82075, -148.56397, 3.972229 
114, leftBound, -336.19008, -148.90131, 3.971224 
114, leftBound, -336.55907, -149.23902, 3.970233 
114, leftBound, -336.92773, -149.57710, 3.969215 
114, leftBound, -337.29604, -149.91555, 3.968224 
114, leftBound, -337.66402, -150.25437, 3.967220 
114, leftBound, -338.03165, -150.59355, 3.966229 
114, leftBound, -338.39895, -150.93310, 3.965225 
114, leftBound, -338.76591, -151.27302, 3.964220 
114, leftBound, -339.13253, -151.61331, 3.963217 
114, leftBound, -339.49880, -151.95396, 3.962226 
114, leftBound, -339.86474, -152.29498, 3.961222 
114, leftBound, -340.23033, -152.63636, 3.960218 
114, leftBound, -340.59558, -152.97811, 3.959213 
114, leftBound, -340.96049, -153.32023, 3.958223 
114, leftBound, -341.32506, -153.66271, 3.957233 
114, leftBound, -341.68929, -154.00555, 3.956215 
114, leftBound, -342.05317, -154.34876, 3.955225 
114, leftBound, -342.41671, -154.69233, 3.954207 
114, leftBound, -342.77990, -155.03627, 3.953217 
114, leftBound, -343.14275, -155.38057, 3.952227 
114, leftBound, -343.50526, -155.72523, 3.951209 
114, leftBound, -343.86742, -156.07026, 3.950219 
114, leftBound, -344.22923, -156.41564, 3.949568 
114, leftBound, -344.59083, -156.76127, 3.949555 
114, leftBound, -344.95241, -157.10689, 3.949554 
114, leftBound, -345.31400, -157.45252, 3.949569 
114, leftBound, -345.67559, -157.79814, 3.949540 
114, leftBound, -346.03717, -158.14377, 3.949569 
114, leftBound, -346.39876, -158.48939, 3.949554 
114, leftBound, -346.76035, -158.83502, 3.949554 
114, leftBound, -347.12194, -159.18065, 3.949555 
114, leftBound, -347.48352, -159.52627, 3.949554 
114, leftBound, -347.84511, -159.87190, 3.949569 
114, leftBound, -348.20670, -160.21752, 3.949540 
114, leftBound, -348.56828, -160.56315, 3.949554 
114, leftBound, -348.92987, -160.90878, 3.949569 
114, leftBound, -349.29146, -161.25440, 3.949540 
114, leftBound, -349.65304, -161.60003, 3.949569 
114, leftBound, -350.01463, -161.94565, 3.949554 
114, leftBound, -350.37622, -162.29128, 3.949554 
114, leftBound, -350.73781, -162.63691, 3.949555 
114, leftBound, -351.09939, -162.98253, 3.949554 
114, leftBound, -351.46098, -163.32816, 3.949569 
114, leftBound, -351.82257, -163.67378, 3.949540 
114, leftBound, -352.18415, -164.01941, 3.949554 
114, leftBound, -352.54574, -164.36504, 3.949569 
114, leftBound, -352.90733, -164.71066, 3.949540 
114, leftBound, -353.26891, -165.05629, 3.949569 
114, leftBound, -353.63050, -165.40191, 3.949554 
114, leftBound, -353.99209, -165.74754, 3.949554 
114, leftBound, -354.35368, -166.09317, 3.949555 
114, leftBound, -354.71526, -166.43879, 3.949554 
114, leftBound, -355.07685, -166.78442, 3.949569 
114, leftBound, -355.43844, -167.13004, 3.949540 
114, leftBound, -355.80002, -167.47567, 3.949554 
114, leftBound, -356.16161, -167.82130, 3.949569 
114, leftBound, -356.52320, -168.16692, 3.949540 
114, leftBound, -356.88478, -168.51255, 3.949569 
114, leftBound, -357.24637, -168.85817, 3.949554 
114, leftBound, -357.60796, -169.20380, 3.949554 
114, leftBound, -357.96955, -169.54943, 3.949555 
114, leftBound, -358.33113, -169.89505, 3.949554 
114, leftBound, -358.69272, -170.24068, 3.949569 
114, leftBound, -359.05431, -170.58630, 3.949540 
114, leftBound, -359.41589, -170.93193, 3.949554 
114, leftBound, -359.77748, -171.27756, 3.948961 
114, leftBound, -360.13886, -171.62340, 3.947561 
114, leftBound, -360.49976, -171.96975, 3.946133 
114, leftBound, -360.86016, -172.31661, 3.944719 
114, leftBound, -361.22007, -172.66398, 3.943305 
114, leftBound, -361.57949, -173.01186, 3.941877 
