239934,134.13468224
239944,134.13468224
239954,134.13468224
239964,134.12838877
239974,134.12838877
239984,134.12838877
239994,134.12838877
240004,134.12838877
240014,134.12838877
240024,134.12838877
240034,134.12838877
240044,134.12838877
240054,134.12838877
240064,134.12838877
240074,134.12838877
240084,134.12838877
240094,134.12838877
240104,134.12838877
240114,134.12838877
240124,134.12838877
240134,134.12838877
240144,134.12838877
240154,134.12838877
240164,134.12838877
240174,134.0789038
240184,133.81194479
240194,133.24792222
240204,132.4835454
240214,131.55291707
240224,130.46946895
240234,129.31523892
240244,128.15474208
240254,127.02285712
240264,125.93115539
240274,124.88509287
240284,123.88800781
240294,122.92229244
240304,121.9613527
240314,121.00341317
240324,120.04547897
240334,119.07801396
240344,118.12637212
240354,117.17798648
240364,116.22007558
240374,115.26521155
240384,114.25860386
240394,113.22059851
240404,112.13540323
240414,111.04545352
240424,109.96025865
240434,108.8733702
240444,107.80702198
240454,106.75170562
240464,105.69792522
240474,104.65363952
240484,103.60614543
240494,102.56494044
240504,101.51271847
240514,100.47626518
240524,99.4287935
240534,98.3828832
240544,97.3306989
240554,96.28325091
240564,95.24525541
240574,94.20725998
240584,93.15825248
240594,92.11081691
240604,91.06496383
240614,90.02068148
240624,88.98269113
240634,87.9368583
240644,86.88004337
240654,85.84365165
240664,84.7915705
240674,83.73642096
240684,82.69068504
240694,81.65901671
240704,80.61943174
240714,79.60444871
240724,78.54986333
240734,77.48266192
240744,76.43047546
240754,75.39003204
240764,74.36314296
240774,73.33416951
240784,72.32473971
240794,71.31799046
240804,70.31532729
240814,69.30877619
240824,68.32529116
240834,67.33171103
240844,66.34960862
240854,65.35765888
240864,64.35092423
240874,63.34085785
240884,62.30973236
240894,61.29229887
240904,60.26686126
240914,59.24386519
240924,58.21351099
240934,57.18321405
240944,56.15297739
240954,55.1264605
240964,54.09739477
240974,53.0608223
240984,52.02929334
240994,50.99658085
241004,49.9539941
241014,48.91870585
241024,47.87587988
241034,46.82810331
241044,45.78529644
241054,44.73011444
241064,43.69225048
241074,42.65331308
241084,41.60682951
241094,40.57028663
241104,39.51997261
241114,38.47391271
241124,37.42534151
241134,36.37627676
241144,35.33345649
241154,34.28930307
241164,33.24728326
241174,32.20297783
241184,31.15652755
241194,30.10872672
241204,29.05606135
241214,28.01344433
241224,26.9521625
241234,25.89175
241244,24.84998465
241254,23.82622614
241264,22.82077397
241274,21.83063369
241284,20.87624264
241294,19.91335652
241304,18.97195609
241314,18.05538713
241324,17.13501988
241334,16.23183805
241344,15.29757297
241354,14.30976826
241364,13.30970783
241374,12.30133808
241384,11.28853487
241394,10.27380599
241404,9.25588825
241414,8.24793029
241424,7.242694
241434,6.24911365
241444,5.26973486
241454,4.31442668
241464,3.40600886
241474,2.58772674
241484,2.00275952
241494,1.86362457
241504,1.86359865
241514,1.8527296
241524,1.86487005
241534,1.8546177
241544,1.84406106
241554,1.84040426
241564,1.84477418
241574,1.8469501
241584,1.85192006
241594,2.19058255
241604,2.88259157
241614,3.74026349
241624,4.6651902
241634,5.64480278
241644,6.63974131
241654,7.64709654
241664,8.65406701
241674,9.68106494
241684,10.71672681
241694,11.74529005
241704,12.77478296
241714,13.81888282
241724,14.86437462
241734,15.89348344
241744,16.92920722
241754,17.96560193
241764,19.00258543
241774,20.04609626
241784,21.09593082
241794,22.13447098
241804,23.17909203
241814,24.22398242
241824,25.25748286
241834,26.3148323
241844,27.35437523
241854,28.40564274
241864,29.44544827
241874,30.47331419
241884,31.51385689
241894,32.56058872
241904,33.60746678
241914,34.65387044
241924,35.68885572
241934,36.72999773
241944,37.78270907
241954,38.82941257
241964,39.87686931
241974,40.91832402
241984,41.96520217
241994,43.01821397
242004,44.05298671
242014,45.09388174
242024,46.11196125
242034,47.05843087
242044,47.899824
242054,48.63293639
242064,49.26708661
242074,49.7998366
242084,50.33259649
242094,50.8531366
242104,51.37979683
242114,51.89423036
242124,52.42005578
242134,52.94061059
242144,53.45505105
242154,53.97561305
242164,54.49703775
242174,55.02373265
242184,55.54431013
242194,56.07101478
242204,56.59247648
242214,57.11306803
242224,57.63366273
242234,58.16038817
242244,58.68188189
242254,59.20248909
242264,59.72309905
242274,60.2437117
242284,60.76432698
242294,61.29107756
242304,61.81261065
242314,62.33937148
242324,62.85478472
242334,63.38155446
242344,63.90832773
242354,64.42989718
242364,64.95667944
242374,65.48346492
242384,66.00931381
242394,66.52996172
242404,67.04447007
242414,67.56512108
242424,68.08577384
242434,68.61257127
242444,69.13322794
242454,69.65388624
242464,70.17550234
242474,70.70231137
242484,71.22297672
242494,71.74364354
242504,72.26527845
242514,72.79209808
242524,73.3127713
242534,73.83344584
242544,74.3479722
242554,74.87479875
242564,75.39645691
242574,75.92328945
242584,76.43880568
242594,76.96564341
242604,77.48732107
242614,78.01416427
242624,78.53485473
242634,79.06170118
242644,79.58339425
242654,80.11024577
242664,80.6309422
242674,81.15679121
242684,81.67233774
242694,82.19919463
242704,82.72605315
242714,83.24059598
242724,83.76745678
242734,84.29431911
242744,84.81502322
242754,85.31210594
242764,85.73216279
242774,86.05773151
242784,86.2651902
242794,86.3771401
242804,86.38330073
242814,86.38330073
242824,86.38330073
242834,86.38330073
242844,86.38946148
242854,86.38946148
242864,86.38946148
242874,86.38946148
242884,86.38946148
242894,86.38946148
242904,86.38946148
242914,86.38946148
242924,86.38946148
242934,86.38946148
242944,86.38946148
242954,86.38946148
242964,86.38946148
242974,86.38946148
242984,86.38946148
242994,86.38946148
243004,86.38946148
243014,86.38946148
243024,86.38946148
243034,86.38946148
243044,86.38946148
243054,86.38946148
243064,86.38946148
243074,86.38946148
243084,86.38946148
243094,86.38946148
243104,86.38946148
243114,86.38946148
243124,86.38946148
243134,86.38946148
243144,86.38946148
243154,86.38946148
243164,86.38946148
243174,86.38946148
243184,86.38946148
243194,86.38946148
243204,86.38946148
243214,86.38946148
243224,86.38946148
243234,86.38946148
243244,86.38946148
243254,86.38946148
243264,86.38946148
243274,86.38946148
81513.6,116.03131449
81523.6,116.03131449
81533.6,116.03131449
81543.6,116.03131449
81553.6,116.03131449
81563.6,116.03131449
81573.6,116.03131449
81583.6,116.03131449
